publishTime,position,salary,companyName,companyType,companySize,responsibility,requirement,requirement_city,requirement_exp,requirement_edu,avg_salary
发布于2018-09-26 10:28,运营专员,10K-20K,软通动力,计算机软件,已上市10000人以上,"对接华为终端业务现招聘文案策划、APP运营、运营专员岗位要求：1、 二本以上学历。2、 有互联网运营经验或互联网从业经验3、 熟练使用office软件,尤其ppt、excel、visio等 4、 沟通能力、逻辑思维能力、执行力强5、有手机运营经验者优先6、端侧，APP，公众号，微博运营经验，有比较成功的案例优先。",城市：深圳经验：3-5年学历：本科,深圳,3-5年,本科,15000.0
发布于2018-11-09 10:03,内容运营经理,12K-20K,和而泰,互联网,已上市1000-9999人,岗位职责：1.根据APP内容规划进行各阶段内容储备、内容输出及内容管理（输出、整合、资源对接等）工作；提高用户活跃度和留存，提升用户满意度；    2.根据运营规划完成相关领域线上、线下活动的配合和完成；    3.完成相关领域标准化专题、主题及活动设计、输出和资源整合；    4.配合项目对专业领域内容、活动策划的需求，完成相关输出。任职要求：1、相关专业领域内容运营岗位的实际工作经验和资源，或儿童健康、营养、医疗行业的专业背景；2、专业领域的内容策划、输出、整合和评判能力；3、儿童健康、营养、医疗等专业知识背景或储备，拥有互联网平台及用户服务意识；4、了解家长（妈妈）心理。,城市：深圳经验：3-5年学历：大专,深圳,3-5年,大专,16000.0
发布于2018-10-31 15:31,产品运营,10K-20K,竹间智能科技,互联网,B轮100-499人,1.负责机器人知识库、对话库及语音库的建设与完善；2.负责知识的优化和运营工作，包括知识下线、修改及新增；3.负责构建和优化垂直领域的交互机器人知识库。4.整理知识库内容，使公司产品更生动实用；5.了解机器人产品运作的逻辑，参与部分的逻辑建设工作。任职要求：1.本科211/985院校毕业或硕士学历以上，理工科专业背景2.一年以上数据分析或者产品经理相关经验3.对AI有一定兴趣；我们有金融、电商、人力资源领域的机器人业务，需要更多的对人工智能感兴趣的小伙伴们的加入~如果你符合其中的一条，也许我们可以谈一谈~ps：目前 阿里 苏宁 唯品会 中国移动，招商，浦发，平安等等企业都在做相关的事情哦~~,城市：深圳经验：1-3年学历：本科,深圳,1-3年,本科,15000.0
发布于2018-11-16 11:25,内容运营,10K-15K,八八四八电商,移动互联网,不需要融资100-499人,岗位职责：1、负责公众号内容运营和原创内容输出，包括公众号的运营策略、方向制定以及内容选题编辑推送；2、负责产品活动营销策划，产品营销文章及软文的撰写；3、分析用户和运营数据，调整内容方向，提高用户活跃度，维护用户粘度；岗位要求：1、拥有内容原创的写作能力，文章脉络清晰，热爱内容创作和文案策划。2、具备良好的文字功底，拥有新媒体编辑工作一年以上经验的优先。3、有线上活动营销策划经验优先。4、熟悉新媒体的属性和运营方式，有独立运营自媒体账号的优先。ps：公司产品主要以松茸、核桃油等云南特色中高端健康食材，滋补产品为主,城市：深圳经验：1-3年学历：大专,深圳,1-3年,大专,12500.0
发布于2018-11-14 22:28,App内容运营,8K-15K,登云集团,医疗健康,不需要融资1000-9999人,工作内容：1、根据竞品、用户等数据，对APP的内容进行规划2、负责日常APP内容的运营，组织和对UGC提供的内容进行优化；3、对运营效果进行数据分析，挖掘用户内容偏好，持续优化；4、针对优质内容制定推广方案、活动策划，组织并实施；5、跟踪内容推广效果，分析数据并进行调整，有效提高APP相关数据；岗位要求：1、大专以上学历；2、具有新闻/传媒/中文/营销等专业；3、2年及以上B端APP内容运营经验（有美业内容运营经验的优先）；,城市：深圳经验：3-5年学历：本科,深圳,3-5年,本科,11500.0
发布于2018-11-13 18:04,微信运营,6K-10K,升学教育,在线教育,B轮1000-9999人,1.负责微信平台日常内容的运营推广，包含日常图文信息的策划、编辑、发布和维护；2.负责线上营销活动的策划、实施，跟踪活动效果，对推广活动进行分析和总结；3.负责微信社群运营和管理，通过运营手段，提升用户数量和活跃度。任职资格：1、大专以上学历，有1年微信运营经验，有较强的语言组织能力和文案撰写能力；2、熟悉微信运营和推广，有较强的活动策划能力能够借助微信营销实现用户裂增长；3、熟悉互联网，熟悉互联网营销理论，有互联网市场或运营经验，有微商运营经验者优先4、良好的团队精神，责任心强，富有想象力和激情。,城市：深圳经验：1-3年学历：本科,深圳,1-3年,本科,8000.0
发布于2018-08-20 15:12,速卖通运营,6K-12K,新创云,电子商务,D轮及以上100-499人,"想具体了解公司可以观看公司宣传片https://v.qq.com/x/page/m0564u3d975.html福利待遇1、薪酬：基薪+绩效+福利+年终奖+提成 采取的是浮动薪资的模式， 2、公司工作环境舒适，透明化，公司有配备健身器材：跑步机，乒乓球台，仰卧起坐机，K歌机等 工作健康两不误。 3、过节福利; 员工旅游，部门聚餐，积分兑换礼品，优秀员工奖，特别贡献奖等等 4、享受国家法定节假日 ，有各类带薪休假（法定假日、年假、婚假、产假、陪产假、带薪年假等）五险一金 5、企业有专职培训师，为您提供专业的培训，能迅速的帮助您提升销售技巧、营销策略。 6、内部良好的晋升通道，专业和管理双向晋升通道， 7工作时间：上午9：00到12：30 下午14：00到18：:30。 岗位职责： 1、负责速卖通店铺产品上架，优化，促销； 2、客户的售前处理，引导协助客户完成订单； 3、及时回复客户站内信、订单留言，妥善处理客户投诉、纠纷，努力提升客户的满意度； 4、处理客户中差评，了解速卖通所有政策规则，积极学习速卖通政策规定，避免违规出现，导致损害账户的行为； 5、善于分析数据，对店铺存在的问题及时改善； 5、及时完成上级交代的各项工作，及各业务相关部门的沟通和协调。 任职资格： 1.大专以上学历，英语CET-4以上，读写水平良好； 2.半年以上Aliexpress平台的运营，销售工作经验, 熟悉平台流程和规则，能独立操作速卖通店铺；3.具备基础的市场分析能力，掌握市场动态； 4.熟练使用各种office软件； 5.对跨境电商行业有一定了解，对外贸和电商行业具有极高的热情和兴趣；踏实肯干，具备较强的执行力和艰苦奋斗精神，能适应创业团队高速发展的压力和灵活性；速卖通（Aliexpress） PS： 1、请您在决定投递我们简历的时候，详细阅读此岗位的岗位描述。谢谢 面试时间：上午10点-12点 下午 14点-17点 上班地点：深圳市龙岗区横岗街道六约社区埔夏工业区3号楼 路线：（地铁：3号线塘坑地铁站C出口，公交：六约社区公交站）",城市：深圳经验：1-3年学历：大专,深圳,1-3年,大专,9000.0
发布于2018-11-08 14:39,电商运营,10K-20K,寺库中国,互联网,已上市1000-9999人,工作职位：寺库小红书官方旗舰店 运营经理寺库出海中东市场 运营经理寺库出海东南亚市场 运营经理寺库自媒体渠道 分销经理工作地：深圳市南山区招商局港口大厦11楼寺库工作描述：1. 要求有电商运营经验2. 有专精的小红书运营经验，了解小红书玩法 or 专精的执御运营经验 or 专精的JD海外运营经验 or 了解自媒体销售渠道3. 热爱了解时尚行业，了解中高端生活方式4. 本科以上学历，专业不限5. 负责对应渠道的日常运营,城市：深圳经验：1-3年学历：本科,深圳,1-3年,本科,15000.0
发布于2018-11-19 18:58,平台运营,7K-9K,易仓科技,计算机软件,未融资100-499人,岗位职责：1.根据业务流程需要，参照库存信息，对产品进行上新，对已经发布的商品信息进行价格修改、库存调整、下架删除、分类调整等管理。 2.管理商城、外贸平台后台，统筹客服安排，汇总客服处理信息，记录归档，上报处理。 3.发现工作中的系统、服务、流程、物流、支付等各类问题并及时处理。 4.定期汇总商城后台数据，形成月度报表，上报领导，并作分享。 5.推动团队业绩增长，完成GMV目标。 6.积极处理部门主管及其他上级领导安排的其他相关工作，配合其他部门的相关工作。 职位要求：1.至少1年以上的跨境电商推广与运营经验，有良好的推广运营业绩；2.熟悉跨境电商发展趋势、平台规则；3.具有较强的数据分析能力，营销推广方案策划与执行能力；4.具备专业精神，执行力强，善于沟通协调，有责任感与学习创新能力。5.欢迎热爱跨境电商的小伙伴！,城市：深圳经验：1-3年学历：大专,深圳,1-3年,大专,8000.0
发布于2018-11-07 09:58,品类运营,15K-25K,环球易购,电子商务,已上市1000-9999人,工作职责：1.负责制定整个品类的发展规划，包括品类结构分布、重点品类策略、品类发展趋势、新品动态及趋势；2.负责总结产品当季流行热卖的元素、风格、卖点，并把控产品开品方向；3.负责制定各个品类下产品的开款数量及保证开款质量（动销率）；4.负责商品SKU管理，商品生命周期管理及不同生命周期的定价策略；5.负责竞争对手分析，关注竞争对手动态，提供策略输入；任职资格1.擅长数据分析，能够从各种数据中提炼、总结、发现具有指导意义的结论；2.具备流量思维及运营思维，能够根据销售结果，快速反应，调整品类发展方向及产品开放方向；3.具备合作意识，能够很好的协同多个部门完成工作；4.在女装服饰、3c产品等品类及产品方面有一定的经验积累；,城市：深圳经验：3-5年学历：本科,深圳,3-5年,本科,20000.0
发布于2018-11-09 20:58,天猫运营,6K-12K,Benks,通信/网络设备,未融资100-499人,岗位职责：1、负责天猫商城店铺的运营，包括店铺整体策划，活动策划、营销推广，商品上下架及充分利用天猫的各种活动资源，完成公司的销售任务；2、负责天猫产品的选款、上新、优化、爆款打造，定期分析本行业和优秀商家的各项数据，为公司产品开发提供数据支持；3、根据月度销售目标，策划并执行当月的营销活动玩法，包括免费（天猫活动）、付费活动（聚划算）、自行策划的活动；4、整理店铺各项数据，跟进重点产品的转化和优化，包括PC端和无线端的标题详情页优化、标题优化、首页的产品布局等；5、对竞争对手的品牌、价位进行研究，提出应对措施，做出可行性分析报告。岗位要求：1、大专以上学历，2年以上天猫运营工作经验，有3C数码配件类目天猫旗舰店工作经验优先；2、精通淘宝直通车、淘宝客、钻展、淘金币等淘宝推广工具，熟知平台各项相关规则，并善于总结经验；3、具备产品规划及主打爆款打造能力；4、数据分析能力强、擅长沟通、责任心强，团队合作精神。店铺链接：https://benks.tmall.com,城市：深圳经验：3-5年学历：大专,深圳,3-5年,大专,9000.0
发布于2018-11-16 15:24,运营经理,10K-15K,媒讯,音乐/视频/阅读,A轮100-499人,主要工作职责：1、负责公司线上产品运营工作，包括用户运营、内容运营、活动运营、渠道运营；2、负责运营效果跟踪和评估；3、与公司内部及客户进行详细沟通，并提出建设性意见和建议；4、深入挖掘用户需求，设计产品运营流程和内容，不断迭代优化运营产品；5、借助数据分析及运用数据化运营的思维，发现业务市场上的机会和问题，制定针对性的运营策略。任职要求：1、本科或以上学历，3年以上互联网视频业务运营经验；2、有较强的用户理解和内容理解能力，在视频运营领域有较为丰富的实操经验；3、具备良好的团队意识及执行能力，善于跨团队沟通，勇于承担高强度的工作压力；4、有大型互联网公司运营管理经验或流媒体行业用户运营经验者优先考虑。,城市：深圳经验：5-10年学历：本科,深圳,5-10年,本科,12500.0
发布于2018-11-19 19:08,用户运营,6K-10K,大千视界,互联网,不需要融资100-499人,岗位职责：1、负责搭建和管理用户社群，微信群氛围的营造，打造高粘性，高活跃度的微信群，提升客户忠诚度实现用户拉新和维护；2、通过信息整合，实现与用户实时沟通，引导氛围，维系社群内部活跃度，特别是核心用户的挖掘和互动；3、记录、维护用户数据，参与运营数据分析，根据数据分析结果反馈，不断优化和调整用户运营方案和策略，及时将用户需求和提问反馈给相关部门并跟进处理；4、整合内外资源跟部门人员完善运营手段，实现目标留存转化，裂变拉新；5、根据目标制定社群运营策略以及阶段性执行方案，建立完善社群运营相关流程制度。职位要求1、大专及以上学历，2年以上的社群管理经验，熟悉社群运营，用户运营，擅长组织社群活动与管控；2、对社群运营有自己独到的见解，懂留存，懂裂变，在运营社学习过可加分；3、有社群运营思维，熟悉各类运营工具（爆汁裂变，建群宝，wetool）；4、具备良好的沟通能力，出口成梗，具有学习能力且性格活泼。,城市：深圳经验：1-3年学历：本科,深圳,1-3年,本科,8000.0
发布于2018-11-19 10:25,运营经理,5K-8K,秀时代文化传媒,媒体,未融资100-499人,岗位职责：1、根据公司市场推广策略，负责公司多档栏目线上的推广工作，制定线上推广规划及营销策略并组织执行；2、负责公司各种自媒体手段的整合与互动、品牌文案、宣传文案的撰写；3、利用各种网络资源，对我们多档栏目进行宣传，提高访问量及传播效果，推进一系列的实施方案；4、根据公司需求规划运营管理体系，建立运营维护的标准化运作流程；5、合理利用和开发相应资源，完成公司规划性的运营目标，并提交各阶段的工作报告；6、了解互联网行业运营策略，跟踪分析竞争对手以及市场信息，协助上级开展业务。任职要求：1、本科以上学历，熟悉各种网络推广模式，具备2年以上运营管理经验；2、熟悉业务规则，项目规划、运营推广经验，具备良好的执行能力；3、具有敏锐的思维和创新能力，较强的学习能力、拓展能力和协调能力，思维缜密细致；4、对工作热诚主动，不断总结提出富于创新而有效的推广方案，并能高效推动方案的执行；5、擅长报表统计、分析，精通Excel、PPT等各种办公软件。【我们有薪 更有心】1、购买社保五险（养老、医疗、生育、工伤、失业）；2、每天7.5小时工作制；3、签订劳动合同；4、带薪年假、婚假、产假、节日福利、多样的文娱活动；5、良好办公环境，和谐的人际关系；6、国家法定节假日同步(带薪).【交通路线】办公地点交通便利，地铁沿线【大运站】C出口往信息学院方向前行，公交直达龙城水厂站。【ADD】深圳市龙岗区龙城街道龙飞路98号 秀时代影视基地,城市：深圳经验：1-3年学历：大专,深圳,1-3年,大专,6500.0
发布于2018-11-14 11:24,产品运营,6K-9K,深圳大树互娱,移动互联网,A轮100-499人,1、参与游戏社区app的搭建工作，制定针对性的内容和活动运营策略并跟进；2、负责内容审核，活动规划，分析用户需求，策划有影响力的内容、活动专题，提升用户活跃及用户留存；3、对运营数据指标负责，通过运营指标监测分析以及用户反馈不断优化产品及运营方案的执行；4、能够与各合作方多方进行有效的沟通和良好的合作，跟进方案执行、落地并反馈结果，定期输出评价结论改进内容输出策略并推进落地执行。5、有MMORPG游戏体验经历，能接受高强度工作，有强烈的目标感和自我趋动能力者优先。6、大专以上学历，1年以上相关工作经验优先。,城市：深圳经验：1-3年学历：大专,深圳,1-3年,大专,7500.0
发布于2018-11-19 14:11,运营总监,8K-15K,国智,互联网,未融资100-499人,岗位职责：1. 制定及执行运营项目的战略规划及互联网运营相关的制度体系；2. 熟悉互联网平台的运营规则，能够开拓渠道，落实各项运营计划；3. 负责策划市场营销活动、制订网络营销策略和方案，保持用户黏度，提高流量活跃和成交转化率；4. 通过对产品本身特点的挖掘和对网络营销方式的研究与运用，提升销售额；5. 负责分析各项搜索、访问量、成交量等数据，通过数据分析找出提高转化率和销售额的方法；6. 定期针对推广效果进行跟踪、评估，及时提出营销改进措施；7. 负责分析市场需求及市场同类产品情况，制订相应的宣传竞争策略；8. 负责维护与第三方合作关系、争取活动资源；9. 管理运营团队，协调与其他各部门的工作。任职资格：1. 统招本科及以上学历；2. 3年以上相关工作经验，大型互联网公司工作背景优先；3. 对互联网行业有深刻的认知和敏感度，有丰富娴熟的管理学知识和工作经验；4. 优秀的协调和组织能力，熟悉产品策划、实施、运营、宣传等业务流程；熟悉用户运营与操作流程，了解房地产金融的发展大方向；重视用户体验，对用户敏感；5.有影响、行业级的成功策划案例优先。,城市：深圳经验：3-5年学历：本科,深圳,3-5年,本科,11500.0
发布于2018-11-13 09:14,速卖通运营,6K-12K,科安硅胶,电子商务,未融资100-499人,岗位职责：1.负责速卖通账号的销售管理2.产品资料编辑优化及上传；3.定期统计销售数据，及时调整销售策略，并根据各类分析及时调整和提出建议；4.负责日常售前、售后邮件回复；进行市场调研，分析竞争对手，制定销售策略。任职要求：1.大专及以上学历，英语4级及以上，良好的英语读写能力；2.一年以上速卖通平台销售运营经验；3.思维灵活且有逻辑性，敏锐的市场分析能力，善于解决各种业务问题；4.良好的沟通以及处理突发事件的能力，有良好的服务意识，积极大方，服务热情；5.吃苦耐劳，具有团队精神，工作认真负责，服从安排，忠于公司；熟练使用Microsoft Office等办公软件。,城市：深圳经验：1-3年学历：大专,深圳,1-3年,大专,9000.0
发布于2018-10-26 13:36,运营助理,5K-8K,唐合易成(IT服务),智能硬件,不需要融资100-499人,"运营助理七小服是一家拥有创新基因的7x24小时技能服务平台,团队每个人都对公司品牌和自身价值不断追求和探索,在我们这里,我们只为寻找有梦想,愿意一起创业并且想让自己不枉此生的伙伴加入,我们是创新模式的IT公司,在这里你能拥有其他公司所不能拥有的机遇,这也是我们对你的期待.我们不希望你只想成为公司的螺丝钉,只想打打酱油,平庸度过你的人生,我们希望你看问题更加全面,拥有全局观念,在工作过程中不断思考自身在其中如何帮助公司实现每一个商业目标.在七小服你得到提升不仅是运营,而是对互联网公司的整体思路和运作。1、协助销售经理完成客户答疑工作。2、维护行业客户，加强行业客户联系。2、负责对销售订单的处理。3、负责分析工作，按进度做好日报、月报、年报。4、负责本部门文件的收发工作及部门资料的档案管理工作。5、完成本部门的行政事务性工作，为本部人员提供后勤服务。6、配合销售经理的工作；7、维护和管理现今已接入的渠道；9、对数据资料进行监控，完成数据资料的分析和整理，完成每个月OKR。待遇情况1、不定期组织员工外出学习、培训、旅游，举办各类体育或娱乐文化活动；2、签订劳务合同，按国家规定缴纳五险一金；3、重要节日发放节日物资：4、每年组织全年体检；5、满三年以上员工可参加每年出国游。...",城市：深圳经验：1-3年学历：本科,深圳,1-3年,本科,6500.0
发布于2018-11-16 16:23,用户社群运营,6K-10K,幸福西饼,餐饮,B轮1000-9999人,工作职责：1、直播平台管理：内容审核、直播间规则制定及讲师社群管理维护；2、负责讲师/机构招募引进、粉丝增长、直播内容审核及烘焙内容分发；3、根据直播数据及用户反馈，激励/刺激机构、讲师内容创作及粉丝到课学习；4、负责烘焙内容与商城关联活动；提升粉丝上课趣味，通过活动促使粉丝学有所得、促使内容与商品关联。任职资格：1、两年用户运营工作经验；2、工作积极热情，能主动承担工作；3、数据敏感，能及时发觉问题并优化方案；4、有美食教培直播经验优先考虑。,城市：深圳经验：3-5年学历：大专,深圳,3-5年,大专,8000.0
发布于2018-10-27 06:48,数据运营,15K-25K,深圳市恒天信科技...,新零售,不需要融资100-499人,1.负责核心指标数据的可视化、监控、跟踪分析，并对异常情况进行预警，对业务决策提供数据支持。2.根据业务开展，整合业务数据分析及应用需求，沉淀分析思路与框架，与相关团队（如数据PD、产品开发团队） 协作并推动数据产品的落地，实现数据产品化3.负责进入品类的行业宏观分析及细化品类分析，输出分析报告4.负责部门预算管理及经营分析，预警经营中存在的问题，并推动组织问题的解决5.根据部门运营需要，搭建相应数据分析体系，建立监控模型，支持部门的数据化运营；任职资格：1.统计、数学、信息技术、计算机类专业统招本科及以上学历，5年以上互联网电商数据分析或挖掘相关工作经验；2.数据逻辑清晰，善于沟通表达，业务理解能力强，良好的数据敏感度和分析洞察力；3.分析能力强，能熟练编写商业数据分析报告，及时分析和分析其中隐含的变化和问题；4.熟练使用excel软件，精通SQL、python等常用数据处理及分析工具5.良好的团队合作精神、耐心、沟通意识及学习意愿，吃苦耐劳精神及抗压能力强。6. 英语可作为工作语言者优先,城市：深圳经验：3-5年学历：本科,深圳,3-5年,本科,20000.0
发布于2018-07-23 16:14,运营专员,6K-12K,土巴兔,互联网,C轮1000-9999人,【公司介绍】土巴兔是全国最大的一站式互联网装修平台，我们的主营业务是互联网装修，服务的对象的全国的装修公司，室内设计师以及业主。我们公司一共有3000余人 66家落地分公司，250个城市分站，土巴兔在08年成立，到现在已经是9年的时间，我们一直在做装修这件事，但是我们后期的目标不仅限于装修，可能会做金融，智能家居 建材、家电，家庭娱乐，只要是涉及家的这一块，我们都会涉及去做，希望能通过这些产品打造一个庞大的家庭生态系统，土巴兔致力于打造阳光透明的行业，虽然我们已经做到的互联网全国第一，但是我们未来的愿景是能成为全球家居领域的领导者，这是我们后期的发展和目标。【任职要求】1、学历专业：大专及以上，男女不限，年龄20-27岁；高中学历的，综合能力各方面较为优秀的，可通过主管复试再安排入职；2、普通话标准、声音甜美、表达顺畅附有感染力；3、性格开朗，态度温和、较强的反应能力和领悟能力，有较强团队合作精神；4、完成上级下达的年度、月度销售任务；5、抗压能力强，注重细节，有良好的客户服务意识和洽谈能力；6、工作经验：有互联网、电子商务、电话销售经验的优先；优秀应届毕业生亦可。7、专业知识与技能：熟练操作电脑，善于交流，反应快。【职位描述】1、以电话沟通为主，结合互联网多个渠道维护和拓展已合作企业，策划运营城市的发展；2、通过电话与客户进行有效沟通，寻找销售机会并进行二次开发；3、定期与合作客户进行沟通，维护公司品牌，根据公司政策，引领家装公司稳步发展并建立良好长期合作关系。4、完成上级下达的年度、季度、月度及每日销售工作等任务。5、协助各部门主管完成团队业绩，积极参与各项培训及会议。6、遵守公司各项管理规定，完成公司交办的其他工作等。【福利待遇】1、劳动保障：入职即签订劳动合同并按国家规定购买五险一金，为员工购买商业意外险；2、休假福利：享受带薪年假、婚假、产假/陪产假、丧假等假期；3、培训：完善的培训体系，为员工提供岗前培训、技能培训、职业发展培训等各类培训；4、对于符合公司要求员工免费提供每年一次的身体健康体检；5、高质的过节礼品；6、24小时开放健身房；7、每年至少一次团队旅游；8、每月公费团队集体活动；9、员工推荐奖，跨部门推荐最低500元/位；10、年度优秀员工评选，各种现金奖品、苹果电脑、手机、ipad等。心有多大，薪有多高！知道为何这么多年你这匹千里马没混出明堂吗？原因很简单，虽然你是千里马，但没有遇到你的伯乐（平台）！如果你想真正学到知识，远离嘴皮子销售。如果你想选择一份事业，而不仅仅是一个饭碗。如果你想拥有一个温暖互助的团队，远离尔虞我诈。如果你想成为一名受人尊重的企业精英，远离皮包公司，请加入我们！工作地址宝安区新安三路118号建达工业区1栋3楼土巴兔,城市：深圳经验：1-3年学历：大专,深圳,1-3年,大专,9000.0
发布于2018-11-16 09:57,运营设计师,6K-8K,软通动力,计算机软件,已上市10000人以上,岗位要求： 1、1年以上互联网产品或运营设计/策划相关经验，热爱设计（优秀应届毕业生亦考虑）；2、扎实的视觉表现力，关注设计流行趋势，对流行元素敏锐的观察力和优秀总结能力；3、抗压能力强，团队协作精神以及诚实正直有责任心；4、本项目为医学科普内容相关产品，有医学sense或相关背景可优先考虑； 岗位职责： 1、负责运营相关设计工作、包括但不限于新媒体内容主视觉、插画、H5、海报、专题等内容的创意设计和执行； 2、把握运营项目内容风格和视觉呈现，提升视觉效果，提高品牌调性；3、参与日常运营工作，在新媒体、策划、传播方面有相关经验加分；,城市：深圳经验：1-3年学历：本科,深圳,1-3年,本科,7000.0
发布于2018-11-13 09:30,产品运营,9K-16K,兴融联科技,企业服务,已上市100-499人,岗位职责：1、负责TOB 产品运营，包括业务审核、日常发送需求对接、客户问题跟进等日常运营工作；2、监测各类运营指标，为运营的各项决策和产品的优化提供数据方面的支持。3、结合产品需求，负责数据分析、报告撰写及各类数据汇报；4、了解市场及产品竞品、行业动态，结合业务及客户反馈，提出产品改进意见，提高用户体验；岗位要求：1、熟悉产品开发及运营流程，对产品运营、客户运营、数据运营有一定了解.2、熟悉MS office 、统计、数据分析、数据挖掘等相关领域知识，对数据敏感，具备较强数据分析和运营能力。3、工作主动责任心强、细致有耐心，良好的团队合作意识。有数据运营经验者优先。,城市：深圳经验：3-5年学历：本科,深圳,3-5年,本科,12500.0
发布于2018-07-05 10:31,用户运营,6K-9K,阿卡索外教网,在线教育,B轮1000-9999人,岗位描述：1、着力于用户生命周期管理，提高用户活跃度粘性2、通过多样化的手段对用户进行引导和激励，提升用户使用频率和深度3、定期进行沉寂用户激活和流失用户挽回，确保用户留存率 岗位要求：1、1年以上互联网产品运营经验或活动策划经验；2、具备良好的总结意识和分析习惯，善于推动改善产品体验、提升用户满意度的工作3、具有很强的项目管理及项目执行力，能够高效的跨部门沟通和跨团队协作；4、责任心强，坚持不懈的精神，性格积极乐观，良好的服务意识，学习能力、抗压能力和团队合作精神,城市：深圳经验：1-3年学历：大专,深圳,1-3年,大专,7500.0
发布于2018-08-15 10:31,运营总监,20K-40K,AlphaFashion,服装/纺织/皮革,未融资100-499人,1、参与制定公司战略目标且支持落地执行，推行目标管理和计划管理，以保证公司整体战略目标的实现。2、公司方向性的政策制定和推动实施，公司层面KPI指标的制定和推动达成。3、统筹协调各事业部与平台部门的协作。4、参与重大事项的处理。任职资格：1、28-35岁，本科及以上学历，4年及以上外贸公司运营总监职位经验；2、熟悉外贸B2B行业、有快时尚行业经验更佳；3、具备较前瞻的市场趋势判断及分析能力。4、优秀的推动执行和沟通能力。,城市：深圳经验：3-5年学历：大专,深圳,3-5年,大专,30000.0
发布于2018-11-15 13:52,运营总监,18K-30K,哈哈零兽,移动互联网,A轮100-499人,【岗位职责】1、负责智能货柜合作伙伴，代理商设备使用整体培训；2、负责合作伙伴运营指导，例如：选址，选品，定价，促销，拉新等；3、对销售数据进汇总分析，对消费者偏好产品进行市场信息收集，优化产品结构，显著提升销量；4、通过数据分析、用户反馈，及时跟进解决用户遇到的问题，根据数据制定运营优化方案；5、观察并改善运营中出现的问题，例如：补货及场地货损现象，有效降低产品货损率，提高盈利空间；6、掌握热门快消品的采购价格、质量、数量、补货时效；结合销售情况、市场情况、实际需求制定任务，同时根据市场需求制定促销方案。【任职资质】1、 本科以上学历，具有5年以上运营管理工作经验并有团队管理经验；2、 熟悉零售行业的业务模式和运营体系，面对新零售及变化的市场环境有独立的理解；3、有便利店、自动售货机等零售领域商家运营经验者优先；4、有完整的运营方法论，包括提高自动售货柜流水，获取流量、用户留存、流量变现等等；5、有较强深度思考能力，能独立决策。【公司福利】1、弹性工作制，Open的管理模式；2、公司提供微波炉、冰箱等设施，舒适完善的员工生活区；3、五险一金、带薪年假、年终奖金、拓展培训、健康体检、节日福利奖金/礼品、高温津贴、开工利是、部门活动经费…4、完善的入职培训体系：M-Learning、外部培训制度；5、丰富多彩的企业文化活动：年会、周年庆、工会活动、党员活动、员工生日会、下午茶…6、更多福利等你提议中。,城市：深圳经验：5-10年学历：大专,深圳,5-10年,大专,24000.0
发布于2018-10-08 16:19,内容运营,8K-12K,说客英语,在线教育,不需要融资100-499人,岗位职责：1.根据公司战略方向和目标，制定内容运营计划和实施方案，对拉新、促活、转化等推广指标负责；2.统筹规划年度、季度、月度活动，策划新玩法及主题活动，分析运营及活动数据，及时调整内容策略； 3.有策略地写作文案与推送内容，打造产品独有风格，引导用户和内容走向；4.追踪时事热点，策划视频、海报、H5等互联网传播素材，挖掘用户关注点和需求点，优化营销方案。任职要求：1.大专以上学历，3年以上内容运营工作经验，有成功运营案例；2.有较强的数据分析和精细化运营能力，有方法论积累；3.具备优秀的文案写作能力，熟悉Dreamware、Photoshop、Premiere等软件操作；4.抗压能力强，善于创新，有独立思考能力。,城市：深圳经验：3-5年学历：大专,深圳,3-5年,大专,10000.0
发布于2018-11-14 14:27,线下运营,6K-7K,来乐智能,新零售,不需要融资100-499人,岗位职责：1.负责日常对售卖机库存上报及补货跟进；2.负责售卖机实时销售，驻点负责周边售卖机管理及售后服务；3.场地促销活动开展，利用活动拉新客户加入微信群管理；4.执行公司推广爆品活动安排。任职要求：1.大专以上学历，以上以上相关工作经验；2.熟悉微信群操作，能开展社群管理；3.认真负责，吃苦耐劳。,城市：深圳经验：1-3年学历：大专,深圳,1-3年,大专,6500.0
发布于2018-10-31 09:25,用户运营,5K-7K,潮生活新媒体,媒体,已上市500-999人,岗位职责：线上线下社群运营，制定活动运营计划并落地推进；活动中招募、发掘、培育KOL并推广，增强社群互动性；透过活动运营为线下引流，增强用户粘性及提高平台活跃度;分析运营数据，挖掘社群潜在需求，推进社群活动、跟踪监督运营推广效果；岗位要求：1.大专及以上学历要求；2.1年及以上社群运营、用户运营相关从业经验者优先；,城市：深圳经验：1-3年学历：大专,深圳,1-3年,大专,6000.0
发布于2018-10-26 11:41,运营助理,5K-7K,英宝通,广告营销,不需要融资100-499人,岗位职责：1、负责公司销售合同及其他相关文件资料的管理、归类、整理、建档和保管；2、协助销售及客服部门对接公司商务部帮已签约客户进行开户、充值汇总的工作；3、配合公司媒体知识，政策内部培训；4、领导安排的其他工作。任职要求：1、大专以上学历，一年以上数字媒体公司相关工作经验，有一定的英文基础；2、具有良好的沟通协调能力，思维反映敏捷，有亲和力；3、熟练运用电脑，擅长基本办公软件的操作（PPT， Word， Excel)。,城市：深圳经验：1-3年学历：大专,深圳,1-3年,大专,6000.0
